Sex,Race/Ethnicity,Age,Stage,AgeadjustedRateper100000,Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval
Both Sexes,Non-Hispanic White,Ages <15,Distant,-,-,-,-
Both Sexes,Non-Hispanic White,Ages <15,Unstaged,-,-,-,-
Both Sexes,Non-Hispanic White,Ages 15-39,All Stages,5.0715,0.0739,4.9276,5.2184
Both Sexes,Non-Hispanic White,Ages 15-39,Localized,1.9704,0.0456,1.882,2.0619
Both Sexes,Non-Hispanic White,Ages 15-39,Regional,1.7397,0.0435,1.6555,1.827
Both Sexes,Non-Hispanic White,Ages 15-39,Distant,1.163,0.0357,1.094,1.2351
Both Sexes,Non-Hispanic White,Ages 15-39,Unstaged,0.1983,0.0146,0.1707,0.2291
Both Sexes,Non-Hispanic White,Ages 40-64,All Stages,46.5041,0.1956,46.1216,46.8891
Both Sexes,Non-Hispanic White,Ages 40-64,Localized,17.454,0.1187,17.2222,17.6883
Both Sexes,Non-Hispanic White,Ages 40-64,Regional,16.6272,0.1176,16.3975,16.8593
Both Sexes,Non-Hispanic White,Ages 40-64,Distant,10.8087,0.0951,10.6231,10.9968
Both Sexes,Non-Hispanic White,Ages 40-64,Unstaged,1.6142,0.036,1.5445,1.6863
Both Sexes,Non-Hispanic White,Ages 65-74,All Stages,132.2335,0.651,130.9605,133.5157
Both Sexes,Non-Hispanic White,Ages 65-74,Localized,53.3962,0.4142,52.5875,54.2141
Both Sexes,Non-Hispanic White,Ages 65-74,Regional,46.4418,0.3857,45.6889,47.2039
Both Sexes,Non-Hispanic White,Ages 65-74,Distant,26.8924,0.293,26.3212,27.4728
Both Sexes,Non-Hispanic White,Ages 65-74,Unstaged,5.5031,0.1332,5.2451,5.7705
Both Sexes,Non-Hispanic White,Ages 75+,All Stages,233.684,0.9566,231.8129,235.5664
Both Sexes,Non-Hispanic White,Ages 75+,Localized,89.1293,0.5948,87.9673,90.3028
Both Sexes,Non-Hispanic White,Ages 75+,Regional,81.1288,0.5651,80.0249,82.244
Both Sexes,Non-Hispanic White,Ages 75+,Distant,41.9503,0.4057,41.1589,42.7531
Both Sexes,Non-Hispanic White,Ages 75+,Unstaged,21.4756,0.2779,20.9343,22.0277
Both Sexes,Non-Hispanic White,Ages < 20,All Stages,0.4814,0.0255,0.4328,0.534
Both Sexes,Non-Hispanic White,Ages < 20,Localized,0.3901,0.0229,0.3465,0.4378
Both Sexes,Non-Hispanic White,Ages < 20,Regional,0.0674,0.0095,0.05,0.0889
Both Sexes,Non-Hispanic White,Ages < 20,Distant,-,-,-,-
Both Sexes,Non-Hispanic White,Ages < 20,Unstaged,-,-,-,-
Both Sexes,White (includes Hispanic),All Ages,All Stages,38.0945,0.0879,37.9225,38.2672
Both Sexes,White (includes Hispanic),All Ages,Localized,14.5729,0.0543,14.4667,14.6798
Both Sexes,White (includes Hispanic),All Ages,Regional,13.4057,0.0522,13.3035,13.5085
Both Sexes,White (includes Hispanic),All Ages,Distant,7.8846,0.0401,7.8062,7.9636
Both Sexes,White (includes Hispanic),All Ages,Unstaged,2.2313,0.0209,2.1906,2.2727
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,7.6413,0.0529,7.538,7.7456
Both Sexes,White (includes Hispanic),Ages < 50,Localized,2.628,0.0309,2.5678,2.6892
Both Sexes,White (includes Hispanic),Ages < 50,Regional,2.8191,0.0322,2.7564,2.8828
Both Sexes,White (includes Hispanic),Ages < 50,Distant,1.9412,0.0267,1.8892,1.9942
Both Sexes,White (includes Hispanic),Ages < 50,Unstaged,0.253,0.0096,0.2345,0.2726
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,66.658,0.276,66.1181,67.2012
Both Sexes,White (includes Hispanic),Ages 50-64,Localized,26.2679,0.1738,25.9283,26.6109
Both Sexes,White (includes Hispanic),Ages 50-64,Regional,23.1804,0.1625,22.8629,23.5012
Both Sexes,White (includes Hispanic),Ages 50-64,Distant,14.5806,0.1287,14.3295,14.8349
Both Sexes,White (includes Hispanic),Ages 50-64,Unstaged,2.6291,0.0548,2.5228,2.7387
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,178.5698,0.5335,177.5256,179.6186
Both Sexes,White (includes Hispanic),Ages 65+,Localized,69.0896,0.333,68.4384,69.7454
Both Sexes,White (includes Hispanic),Ages 65+,Regional,62.4235,0.3158,61.806,63.0457
Both Sexes,White (includes Hispanic),Ages 65+,Distant,33.9699,0.2323,33.516,34.4283
Both Sexes,White (includes Hispanic),Ages 65+,Unstaged,13.0868,0.1415,12.8108,13.3672
Both Sexes,White (includes Hispanic),Ages <15,All Stages,0.1965,0.0156,0.1671,0.2295
Both Sexes,White (includes Hispanic),Ages <15,Localized,0.1631,0.0142,0.1365,0.1934
Both Sexes,White (includes Hispanic),Ages <15,Regional,0.0272,0.0058,0.017,0.0412
Both Sexes,White (includes Hispanic),Ages <15,Distant,-,-,-,-
Both Sexes,White (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,4.6811,0.0592,4.5658,4.7986
Both Sexes,White (includes Hispanic),Ages 15-39,Localized,1.7733,0.0361,1.7033,1.8454
Both Sexes,White (includes Hispanic),Ages 15-39,Regional,1.6143,0.035,1.5466,1.6843
Both Sexes,White (includes Hispanic),Ages 15-39,Distant,1.1104,0.0291,1.0541,1.1688
Both Sexes,White (includes Hispanic),Ages 15-39,Unstaged,0.1831,0.0117,0.1609,0.2074
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,45.4773,0.1717,45.1414,45.8152
Both Sexes,White (includes Hispanic),Ages 40-64,Localized,17.0317,0.1043,16.8278,17.2375
Both Sexes,White (includes Hispanic),Ages 40-64,Regional,16.245,0.103,16.0437,16.4482
Both Sexes,White (includes Hispanic),Ages 40-64,Distant,10.5158,0.0831,10.3534,10.68
Both Sexes,White (includes Hispanic),Ages 40-64,Unstaged,1.6849,0.0327,1.6214,1.7502
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,131.8519,0.6096,130.6597,133.0522
Both Sexes,White (includes Hispanic),Ages 65-74,Localized,52.9451,0.3866,52.19,53.7083
Both Sexes,White (includes Hispanic),Ages 65-74,Regional,46.4417,0.3617,45.7355,47.156
Both Sexes,White (includes Hispanic),Ages 65-74,Distant,26.8162,0.2745,26.2809,27.3596
Both Sexes,White (includes Hispanic),Ages 65-74,Unstaged,5.6489,0.1265,5.4036,5.9024
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,229.6893,0.8964,227.9357,231.4529
Both Sexes,White (includes Hispanic),Ages 75+,Localized,86.7553,0.5545,85.6719,87.8488
Both Sexes,White (includes Hispanic),Ages 75+,Regional,79.9111,0.53,78.8757,80.9566
Both Sexes,White (includes Hispanic),Ages 75+,Distant,41.7975,0.3828,41.0506,42.5545
Both Sexes,White (includes Hispanic),Ages 75+,Unstaged,21.2254,0.2621,20.7148,21.7457
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,0.4331,0.0197,0.3953,0.4735
Both Sexes,White (includes Hispanic),Ages < 20,Localized,0.349,0.0177,0.3151,0.3854
Both Sexes,White (includes Hispanic),Ages < 20,Regional,0.0601,0.0073,0.0466,0.0763
Both Sexes,White (includes Hispanic),Ages < 20,Distant,0.0152,0.0037,0.0088,0.0243
Both Sexes,White (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,All Races (includes Hispanic),All Ages,All Stages,33.927,0.1,33.7314,34.1236
Female,All Races (includes Hispanic),All Ages,Localized,13.0577,0.0621,12.9363,13.1801
Female,All Races (includes Hispanic),All Ages,Regional,11.6985,0.0588,11.5835,11.8144
Female,All Races (includes Hispanic),All Ages,Distant,7.038,0.0457,6.9487,7.1283
Female,All Races (includes Hispanic),All Ages,Unstaged,2.1328,0.0243,2.0854,2.181
Female,All Races (includes Hispanic),Ages < 50,All Stages,7.336,0.0626,7.2138,7.4597
Female,All Races (includes Hispanic),Ages < 50,Localized,2.6805,0.0377,2.6071,2.7554
Female,All Races (includes Hispanic),Ages < 50,Regional,2.5489,0.037,2.477,2.6224
Female,All Races (includes Hispanic),Ages < 50,Distant,1.8305,0.0314,1.7695,1.893
Female,All Races (includes Hispanic),Ages < 50,Unstaged,0.2761,0.0122,0.2527,0.301
Female,All Races (includes Hispanic),Ages 50-64,All Stages,58.9345,0.3187,58.3116,59.5625
Female,All Races (includes Hispanic),Ages 50-64,Localized,23.8367,0.2035,23.4396,24.2388
Female,All Races (includes Hispanic),Ages 50-64,Regional,19.615,0.1834,19.2571,19.9778
Female,All Races (includes Hispanic),Ages 50-64,Distant,12.9022,0.1485,12.6128,13.1966
Female,All Races (includes Hispanic),Ages 50-64,Unstaged,2.5806,0.0668,2.4513,2.715
Female,All Races (includes Hispanic),Ages 65+,All Stages,156.5076,0.5953,155.343,157.6787
Female,All Races (includes Hispanic),Ages 65+,Localized,59.6851,0.3697,58.9628,60.414
Female,All Races (includes Hispanic),Ages 65+,Regional,54.6934,0.3526,54.0044,55.3889
Female,All Races (includes Hispanic),Ages 65+,Distant,29.8968,0.26,29.3894,30.4108
Female,All Races (includes Hispanic),Ages 65+,Unstaged,12.2323,0.1605,11.9197,12.5512
Female,All Races (includes Hispanic),Ages <15,All Stages,0.1989,0.0191,0.1632,0.2401
Female,All Races (includes Hispanic),Ages <15,Localized,0.1621,0.0173,0.13,0.1996
Female,All Races (includes Hispanic),Ages <15,Regional,0.0295,0.0074,0.0169,0.0478
Female,All Races (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,All Races (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,All Races (includes Hispanic),Ages 15-39,All Stages,4.623,0.0709,4.485,4.764
Female,All Races (includes Hispanic),Ages 15-39,Localized,1.8531,0.0445,1.767,1.9424
Female,All Races (includes Hispanic),Ages 15-39,Regional,1.4889,0.0404,1.4107,1.5702
Female,All Races (includes Hispanic),Ages 15-39,Distant,1.0647,0.0343,0.9985,1.134
Female,All Races (includes Hispanic),Ages 15-39,Unstaged,0.2163,0.0154,0.1872,0.2485
Female,All Races (includes Hispanic),Ages 40-64,All Stages,41.0058,0.1998,40.6152,41.3993
Female,All Races (includes Hispanic),Ages 40-64,Localized,15.8646,0.1237,15.6231,16.1089
Female,All Races (includes Hispanic),Ages 40-64,Regional,13.9874,0.117,13.759,14.2186
Female,All Races (includes Hispanic),Ages 40-64,Distant,9.4783,0.0966,9.2899,9.6696
Female,All Races (includes Hispanic),Ages 40-64,Unstaged,1.6755,0.04,1.598,1.7559
Female,All Races (includes Hispanic),Ages 65-74,All Stages,112.9103,0.6887,111.5644,114.2684
Female,All Races (includes Hispanic),Ages 65-74,Localized,45.4396,0.4372,44.5866,46.3047
Female,All Races (includes Hispanic),Ages 65-74,Regional,39.1778,0.4056,38.3867,39.981
Female,All Races (includes Hispanic),Ages 65-74,Distant,23.0376,0.3105,22.4331,23.6542
Female,All Races (includes Hispanic),Ages 65-74,Unstaged,5.2553,0.1492,4.967,5.556
Female,All Races (includes Hispanic),Ages 75+,All Stages,204.2125,0.993,202.2707,206.1681
Female,All Races (includes Hispanic),Ages 75+,Localized,75.2728,0.6086,74.0846,76.4751
Female,All Races (includes Hispanic),Ages 75+,Regional,71.6708,0.5901,70.5187,72.8368
Female,All Races (includes Hispanic),Ages 75+,Distant,37.4023,0.4255,36.5729,38.2457
Female,All Races (includes Hispanic),Ages 75+,Unstaged,19.8666,0.2939,19.2948,20.4515
Female,All Races (includes Hispanic),Ages < 20,All Stages,0.4468,0.0245,0.4001,0.4974
Female,All Races (includes Hispanic),Ages < 20,Localized,0.352,0.0217,0.3107,0.3972
Female,All Races (includes Hispanic),Ages < 20,Regional,0.0642,0.0093,0.0474,0.0852
Female,All Races (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,All Races (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,37.9438,1.4982,35.0638,40.9851
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Localized,13.3242,0.8654,11.682,15.1234
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Regional,14.0654,0.9202,12.3196,15.9756
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Distant,8.7222,0.7238,7.3612,10.2479
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Unstaged,1.8319,0.3536,1.2056,2.6415
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,7.5689,0.7313,6.2037,9.128
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Localized,2.9569,0.4558,2.1319,3.9773
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Regional,2.5618,0.4247,1.798,3.5217
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Distant,1.9803,0.3766,1.3122,2.8476
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,68.6716,4.2671,60.5622,77.5622
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Localized,28.7109,2.7552,23.5654,34.6447
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Regional,25.1717,2.5877,20.3563,30.78
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Distant,12.4429,1.8186,9.1366,16.5524
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,175.4017,9.8668,156.5941,195.8341
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Localized,54.4277,5.4206,44.3236,66.1522
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Regional,66.7538,6.1376,55.2673,79.9006
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Distant,42.9099,4.8471,33.9384,53.5227
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Unstaged,11.3103,2.6086,6.7887,17.6228
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,4.1968,0.7305,2.889,5.8736
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,47.0031,2.5955,42.0531,52.3821
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Localized,19.2653,1.6577,16.1534,22.8099
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Regional,16.6192,1.5387,13.7404,19.9313
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Distant,9.7943,1.2015,7.582,12.4531
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,126.6749,10.4682,106.9889,148.8993
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Localized,48.3674,6.4303,36.5924,62.7021
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Regional,41.5233,6.0029,30.5999,55.0378
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Distant,35.1164,5.5473,25.096,47.7528
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,228.7193,17.1978,196.2534,265.0165
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Localized,61.0589,8.9084,44.8603,81.1857
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Regional,94.3615,11.0485,73.9569,118.6493
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Distant,51.4378,8.1362,36.7427,70.0536
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Unstaged,21.8612,5.3044,12.7315,35.0108
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,26.9044,0.2897,26.3396,27.4784
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Localized,10.1062,0.1773,9.7616,10.4601
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Regional,9.6812,0.1741,9.3429,10.0287
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Distant,5.2669,0.1279,5.0191,5.5239
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Unstaged,1.8501,0.0761,1.7039,2.0057
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,5.6456,0.1585,5.3392,5.9654
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Localized,1.7685,0.0887,1.599,1.9515
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Regional,2.1809,0.0987,1.9917,2.3836
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Distant,1.4758,0.0809,1.3215,1.6436
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Unstaged,0.2205,0.0313,0.1635,0.2913
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,49.4284,0.9296,47.6231,51.2845
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Localized,20.3626,0.5993,19.2048,21.5716
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Regional,17.1778,0.5472,16.1219,18.2845
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Distant,9.7587,0.4102,8.9712,10.5969
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Unstaged,2.1294,0.193,1.7679,2.5429
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,121.9004,1.7925,118.4122,125.4652
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Localized,45.676,1.0978,43.5494,47.8794
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Regional,43.7307,1.0754,41.6481,45.8902
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Distant,21.6439,0.7569,20.1856,23.1796
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Unstaged,10.8499,0.5277,9.8401,11.9358
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,3.2598,0.1679,2.9391,3.6062
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Localized,1.1387,0.0994,0.9523,1.3511
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Regional,1.1177,0.0985,0.933,1.3284
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Distant,0.8412,0.0849,0.683,1.0253
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Unstaged,0.1623,0.0374,0.0974,0.2542
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,33.9696,0.56,32.8807,35.0856
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Localized,12.9145,0.344,12.2489,13.6071
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Regional,12.3227,0.3382,11.6687,13.0039
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Distant,7.3464,0.2612,6.8433,7.8769
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Unstaged,1.386,0.1127,1.174,1.6257
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,92.8655,2.081,88.8311,97.0355
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Localized,38.9462,1.3447,36.355,41.6733
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Regional,33.2764,1.2466,30.8775,35.8118
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Distant,15.5852,0.8538,13.9566,17.3513
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Unstaged,5.0576,0.4892,4.1443,6.1113
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,153.671,2.9844,147.8767,159.6339
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Localized,53.0398,1.7666,49.6333,56.6173
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Regional,55.1699,1.7919,51.7132,58.7964
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Distant,28.2735,1.2807,25.8188,30.8984
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Unstaged,17.1878,0.9668,15.345,19.1949
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,Black (includes Hispanic),All Ages,All Stages,39.0842,0.3194,38.4606,39.7153
Female,Black (includes Hispanic),All Ages,Localized,14.7073,0.1948,14.3279,15.094
Female,Black (includes Hispanic),All Ages,Regional,12.305,0.1802,11.9543,12.6633
Female,Black (includes Hispanic),All Ages,Distant,9.3234,0.1556,9.021,9.6333
Female,Black (includes Hispanic),All Ages,Unstaged,2.7485,0.0861,2.5824,2.9223
Female,Black (includes Hispanic),Ages < 50,All Stages,7.8977,0.1737,7.5609,8.2452
Female,Black (includes Hispanic),Ages < 50,Localized,2.7676,0.1024,2.5706,2.9755
Female,Black (includes Hispanic),Ages < 50,Regional,2.6293,0.1003,2.4363,2.8331
Female,Black (includes Hispanic),Ages < 50,Distant,2.1504,0.0908,1.976,2.3356
Female,Black (includes Hispanic),Ages < 50,Unstaged,0.3504,0.0369,0.2818,0.4301
Female,Black (includes Hispanic),Ages 50-64,All Stages,78.1316,1.0307,76.1243,80.1783
Female,Black (includes Hispanic),Ages 50-64,Localized,32.5683,0.6675,31.2729,33.9033
Female,Black (includes Hispanic),Ages 50-64,Regional,22.531,0.5519,21.4622,23.6392
Female,Black (includes Hispanic),Ages 50-64,Distant,19.1231,0.5087,18.139,20.1467
Female,Black (includes Hispanic),Ages 50-64,Unstaged,3.9092,0.2311,3.4693,4.3892
Female,Black (includes Hispanic),Ages 65+,All Stages,171.3176,1.9756,167.4672,175.2341
Female,Black (includes Hispanic),Ages 65+,Localized,61.8769,1.1851,59.5759,64.2441
Female,Black (includes Hispanic),Ages 65+,Regional,55.572,1.1289,53.3813,57.8293
Female,Black (includes Hispanic),Ages 65+,Distant,38.766,0.9382,36.9487,40.6495
Female,Black (includes Hispanic),Ages 65+,Unstaged,15.1026,0.5864,13.975,16.297
Female,Black (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,Black (includes Hispanic),Ages 15-39,All Stages,4.511,0.1855,4.1548,4.8887
Female,Black (includes Hispanic),Ages 15-39,Localized,1.4675,0.1048,1.2691,1.6871
Female,Black (includes Hispanic),Ages 15-39,Regional,1.5856,0.1104,1.3766,1.8164
Female,Black (includes Hispanic),Ages 15-39,Distant,1.1992,0.0957,1.0189,1.4012
Female,Black (includes Hispanic),Ages 15-39,Unstaged,0.2588,0.0454,0.1776,0.3627
Female,Black (includes Hispanic),Ages 40-64,All Stages,52.0445,0.6183,50.8395,53.2711
Female,Black (includes Hispanic),Ages 40-64,Localized,20.9117,0.3907,20.153,21.6922
Female,Black (includes Hispanic),Ages 40-64,Regional,15.5254,0.3385,14.8689,16.2037
Female,Black (includes Hispanic),Ages 40-64,Distant,13.1466,0.3118,12.5426,13.7725
Female,Black (includes Hispanic),Ages 40-64,Unstaged,2.4608,0.1338,2.2055,2.7381
Female,Black (includes Hispanic),Ages 65-74,All Stages,141.2182,2.3432,136.6626,145.8866
Female,Black (includes Hispanic),Ages 65-74,Localized,55.8411,1.4735,52.9901,58.8052
Female,Black (includes Hispanic),Ages 65-74,Regional,45.9231,1.338,43.3379,48.6218
Female,Black (includes Hispanic),Ages 65-74,Distant,32.0952,1.1131,29.9504,34.353
Female,Black (includes Hispanic),Ages 65-74,Unstaged,7.3588,0.5387,6.3408,8.4928
Female,Black (includes Hispanic),Ages 75+,All Stages,204.2529,3.247,197.938,210.7174
Female,Black (includes Hispanic),Ages 75+,Localized,68.4815,1.8867,64.8331,72.2806
Female,Black (includes Hispanic),Ages 75+,Regional,66.13,1.8562,62.5416,69.8695
Female,Black (includes Hispanic),Ages 75+,Distant,46.0653,1.5418,43.0926,49.1883
Female,Black (includes Hispanic),Ages 75+,Unstaged,23.5761,1.0774,21.5114,25.7873
Female,Black (includes Hispanic),Ages < 20,All Stages,0.1618,0.0371,0.0974,0.2529
Female,Black (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,Hispanic (any race),All Ages,All Stages,28.8055,0.2601,28.298,29.3193
Female,Hispanic (any race),All Ages,Localized,10.7105,0.1579,10.4033,11.024
Female,Hispanic (any race),All Ages,Regional,10.205,0.1553,9.9028,10.5135
Female,Hispanic (any race),All Ages,Distant,5.9085,0.117,5.6813,6.1419
Female,Hispanic (any race),All Ages,Unstaged,1.9815,0.0699,1.8469,2.1227
Female,Hispanic (any race),Ages < 50,All Stages,5.8206,0.1189,5.5898,6.0581
Female,Hispanic (any race),Ages < 50,Localized,2.0365,0.0698,1.9019,2.1777
Female,Hispanic (any race),Ages < 50,Regional,2.0923,0.0716,1.9542,2.237
Female,Hispanic (any race),Ages < 50,Distant,1.4647,0.0599,1.3497,1.5865
Female,Hispanic (any race),Ages < 50,Unstaged,0.2271,0.0235,0.1835,0.2775
Female,Hispanic (any race),Ages 50-64,All Stages,54.4785,0.8017,52.9184,56.0729
Female,Hispanic (any race),Ages 50-64,Localized,21.9657,0.5093,20.9786,22.9872
Female,Hispanic (any race),Ages 50-64,Regional,18.4787,0.4667,17.5753,19.4166
Female,Hispanic (any race),Ages 50-64,Distant,11.0405,0.3608,10.3446,11.7709
Female,Hispanic (any race),Ages 50-64,Unstaged,2.9936,0.1879,2.6367,3.3855
Female,Hispanic (any race),Ages 65+,All Stages,129.9484,1.6927,126.6517,133.3089
