Sex,Race/Ethnicity,Age,Stage,AgeadjustedRateper100000,Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval
Both Sexes,Non-Hispanic White,Ages 40-64,All Stages,12.0637,0.0947,11.8788,12.2509
Both Sexes,Non-Hispanic White,Ages 40-64,Localized,1.3042,0.0321,1.2419,1.3688
Both Sexes,Non-Hispanic White,Ages 40-64,Regional,3.9247,0.0539,3.8198,4.032
Both Sexes,Non-Hispanic White,Ages 40-64,Distant,6.3194,0.0682,6.1865,6.4546
Both Sexes,Non-Hispanic White,Ages 40-64,Unstaged,0.5154,0.0195,0.4778,0.5554
Both Sexes,Non-Hispanic White,Ages 65-74,All Stages,56.5621,0.426,55.7302,57.4033
Both Sexes,Non-Hispanic White,Ages 65-74,Localized,5.5648,0.1339,5.3054,5.8335
Both Sexes,Non-Hispanic White,Ages 65-74,Regional,18.5383,0.2438,18.0635,19.0224
Both Sexes,Non-Hispanic White,Ages 65-74,Distant,29.3719,0.3067,28.7739,29.9791
Both Sexes,Non-Hispanic White,Ages 65-74,Unstaged,3.0871,0.1003,2.8936,3.2902
Both Sexes,Non-Hispanic White,Ages 75+,All Stages,92.0885,0.6018,90.9128,93.2755
Both Sexes,Non-Hispanic White,Ages 75+,Localized,11.5884,0.2115,11.1775,12.0106
Both Sexes,Non-Hispanic White,Ages 75+,Regional,24.8254,0.3173,24.2072,25.4551
Both Sexes,Non-Hispanic White,Ages 75+,Distant,41.2334,0.4063,40.4409,42.0373
Both Sexes,Non-Hispanic White,Ages 75+,Unstaged,14.4413,0.2272,13.9994,14.8939
Both Sexes,Non-Hispanic White,Ages < 20,All Stages,0.0498,0.0082,0.035,0.0687
Both Sexes,Non-Hispanic White,Ages < 20,Localized,0.0349,0.0069,0.0228,0.0513
Both Sexes,Non-Hispanic White,Ages < 20,Regional,-,-,-,-
Both Sexes,Non-Hispanic White,Ages < 20,Distant,-,-,-,-
Both Sexes,Non-Hispanic White,Ages < 20,Unstaged,-,-,-,-
Both Sexes,White (includes Hispanic),All Ages,All Stages,12.9603,0.0506,12.8613,13.0599
Both Sexes,White (includes Hispanic),All Ages,Localized,1.4978,0.0174,1.464,1.5323
Both Sexes,White (includes Hispanic),All Ages,Regional,3.8684,0.0277,3.8143,3.9231
Both Sexes,White (includes Hispanic),All Ages,Distant,6.3537,0.0354,6.2845,6.4235
Both Sexes,White (includes Hispanic),All Ages,Unstaged,1.2404,0.0155,1.2103,1.2711
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,1.1506,0.0205,1.1109,1.1914
Both Sexes,White (includes Hispanic),Ages < 50,Localized,0.2208,0.0089,0.2037,0.2391
Both Sexes,White (includes Hispanic),Ages < 50,Regional,0.338,0.0111,0.3166,0.3604
Both Sexes,White (includes Hispanic),Ages < 50,Distant,0.5375,0.014,0.5104,0.5656
Both Sexes,White (includes Hispanic),Ages < 50,Unstaged,0.0543,0.0045,0.0459,0.0638
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,19.6042,0.1472,19.3168,19.8949
Both Sexes,White (includes Hispanic),Ages 50-64,Localized,1.932,0.0465,1.8419,2.0254
Both Sexes,White (includes Hispanic),Ages 50-64,Regional,6.3265,0.0836,6.1636,6.4925
Both Sexes,White (includes Hispanic),Ages 50-64,Distant,10.4867,0.1076,10.2769,10.6997
Both Sexes,White (includes Hispanic),Ages 50-64,Unstaged,0.8591,0.0307,0.8,0.9215
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,72.696,0.3406,72.0299,73.3668
Both Sexes,White (includes Hispanic),Ages 65+,Localized,8.2942,0.1149,8.0705,8.5225
Both Sexes,White (includes Hispanic),Ages 65+,Regional,21.1662,0.1848,20.8056,21.5314
Both Sexes,White (includes Hispanic),Ages 65+,Distant,34.7519,0.2361,34.2907,35.2176
Both Sexes,White (includes Hispanic),Ages 65+,Unstaged,8.4838,0.1139,8.2621,8.71
Both Sexes,White (includes Hispanic),Ages <15,All Stages,0.0283,0.0059,0.018,0.0425
Both Sexes,White (includes Hispanic),Ages <15,Localized,-,-,-,-
Both Sexes,White (includes Hispanic),Ages <15,Regional,-,-,-,-
Both Sexes,White (includes Hispanic),Ages <15,Distant,-,-,-,-
Both Sexes,White (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,0.5516,0.0205,0.5122,0.5931
Both Sexes,White (includes Hispanic),Ages 15-39,Localized,0.1777,0.0114,0.156,0.2015
Both Sexes,White (includes Hispanic),Ages 15-39,Regional,0.1279,0.0099,0.1093,0.1486
Both Sexes,White (includes Hispanic),Ages 15-39,Distant,0.2158,0.013,0.1911,0.2426
Both Sexes,White (includes Hispanic),Ages 15-39,Unstaged,0.0302,0.0048,0.0216,0.041
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,11.7483,0.084,11.5842,11.9143
Both Sexes,White (includes Hispanic),Ages 40-64,Localized,1.2602,0.0282,1.2056,1.3167
Both Sexes,White (includes Hispanic),Ages 40-64,Regional,3.7708,0.0475,3.6782,3.8652
Both Sexes,White (includes Hispanic),Ages 40-64,Distant,6.1994,0.0608,6.0808,6.3198
Both Sexes,White (includes Hispanic),Ages 40-64,Unstaged,0.5179,0.0176,0.4839,0.5538
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,55.844,0.3972,55.0682,56.6278
Both Sexes,White (includes Hispanic),Ages 65-74,Localized,5.4324,0.1241,5.1919,5.6812
Both Sexes,White (includes Hispanic),Ages 65-74,Regional,18.1962,0.2266,17.7549,18.6458
Both Sexes,White (includes Hispanic),Ages 65-74,Distant,29.1054,0.2865,28.5466,29.6723
Both Sexes,White (includes Hispanic),Ages 65-74,Unstaged,3.1099,0.0945,2.9275,3.3007
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,91.1359,0.5657,90.0304,92.2514
Both Sexes,White (includes Hispanic),Ages 75+,Localized,11.4256,0.1987,11.0395,11.8217
Both Sexes,White (includes Hispanic),Ages 75+,Regional,24.416,0.2971,23.8371,25.0051
Both Sexes,White (includes Hispanic),Ages 75+,Distant,40.9303,0.3823,40.1845,41.6864
Both Sexes,White (includes Hispanic),Ages 75+,Unstaged,14.364,0.2149,13.9459,14.7917
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,0.0548,0.007,0.0419,0.0704
Both Sexes,White (includes Hispanic),Ages < 20,Localized,0.0341,0.0055,0.0241,0.0468
Both Sexes,White (includes Hispanic),Ages < 20,Regional,-,-,-,-
Both Sexes,White (includes Hispanic),Ages < 20,Distant,-,-,-,-
Both Sexes,White (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,All Races (includes Hispanic),All Ages,All Stages,11.4916,0.0573,11.3796,11.6045
Female,All Races (includes Hispanic),All Ages,Localized,1.4078,0.0203,1.3683,1.4482
Female,All Races (includes Hispanic),All Ages,Regional,3.4717,0.0316,3.4099,3.5343
Female,All Races (includes Hispanic),All Ages,Distant,5.4497,0.0395,5.3725,5.5277
Female,All Races (includes Hispanic),All Ages,Unstaged,1.1625,0.0176,1.1282,1.1976
Female,All Races (includes Hispanic),Ages < 50,All Stages,1.0779,0.0239,1.0316,1.1258
Female,All Races (includes Hispanic),Ages < 50,Localized,0.2754,0.012,0.2523,0.3001
Female,All Races (includes Hispanic),Ages < 50,Regional,0.303,0.0127,0.2786,0.3288
Female,All Races (includes Hispanic),Ages < 50,Distant,0.4511,0.0155,0.4213,0.4826
Female,All Races (includes Hispanic),Ages < 50,Unstaged,0.0484,0.0051,0.0389,0.0595
Female,All Races (includes Hispanic),Ages 50-64,All Stages,16.6383,0.1663,16.3139,16.9675
Female,All Races (includes Hispanic),Ages 50-64,Localized,1.8842,0.0565,1.7751,1.9982
Female,All Races (includes Hispanic),Ages 50-64,Regional,5.5749,0.0962,5.388,5.7668
Female,All Races (includes Hispanic),Ages 50-64,Distant,8.5468,0.119,8.3152,8.7834
Female,All Races (includes Hispanic),Ages 50-64,Unstaged,0.6323,0.0324,0.5705,0.6991
Female,All Races (includes Hispanic),Ages 65+,All Stages,65.0108,0.3845,64.2594,65.7687
Female,All Races (includes Hispanic),Ages 65+,Localized,7.3263,0.1284,7.0768,7.5824
Female,All Races (includes Hispanic),Ages 65+,Regional,19.1192,0.2106,18.7086,19.5365
Female,All Races (includes Hispanic),Ages 65+,Distant,30.3949,0.2643,29.8791,30.9174
Female,All Races (includes Hispanic),Ages 65+,Unstaged,8.1703,0.1308,7.9159,8.4309
Female,All Races (includes Hispanic),Ages <15,All Stages,0.0441,0.009,0.0283,0.0656
Female,All Races (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,All Races (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,All Races (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,All Races (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,All Races (includes Hispanic),Ages 15-39,All Stages,0.5852,0.0251,0.537,0.6366
Female,All Races (includes Hispanic),Ages 15-39,Localized,0.2372,0.0158,0.2072,0.2703
Female,All Races (includes Hispanic),Ages 15-39,Regional,0.1232,0.0116,0.1015,0.148
Female,All Races (includes Hispanic),Ages 15-39,Distant,0.1918,0.0146,0.1643,0.2225
Female,All Races (includes Hispanic),Ages 15-39,Unstaged,0.033,0.006,0.0223,0.0469
Female,All Races (includes Hispanic),Ages 40-64,All Stages,10.0614,0.0953,9.8756,10.25
Female,All Races (includes Hispanic),Ages 40-64,Localized,1.2902,0.0351,1.2222,1.361
Female,All Races (includes Hispanic),Ages 40-64,Regional,3.3204,0.0545,3.2144,3.4291
Female,All Races (includes Hispanic),Ages 40-64,Distant,5.0621,0.0672,4.9313,5.1957
Female,All Races (includes Hispanic),Ages 40-64,Unstaged,0.3887,0.0188,0.3527,0.4275
Female,All Races (includes Hispanic),Ages 65-74,All Stages,47.4652,0.4473,46.5925,48.3501
Female,All Races (includes Hispanic),Ages 65-74,Localized,4.5834,0.1394,4.3143,4.8649
Female,All Races (includes Hispanic),Ages 65-74,Regional,15.9058,0.2585,15.4031,16.4208
Female,All Races (includes Hispanic),Ages 65-74,Distant,24.3175,0.32,23.6944,24.9529
Female,All Races (includes Hispanic),Ages 65-74,Unstaged,2.6584,0.1069,2.4529,2.8763
Female,All Races (includes Hispanic),Ages 75+,All Stages,84.2094,0.6393,82.961,85.4718
Female,All Races (includes Hispanic),Ages 75+,Localized,10.3276,0.2215,9.898,10.7711
Female,All Races (includes Hispanic),Ages 75+,Regional,22.6354,0.3384,21.9769,23.3083
Female,All Races (includes Hispanic),Ages 75+,Distant,37.0449,0.4286,36.2095,37.8946
Female,All Races (includes Hispanic),Ages 75+,Unstaged,14.2015,0.2477,13.72,14.6959
Female,All Races (includes Hispanic),Ages < 20,All Stages,0.0765,0.0101,0.0579,0.0991
Female,All Races (includes Hispanic),Ages < 20,Localized,0.0483,0.0081,0.0338,0.0669
Female,All Races (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,All Races (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,All Races (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,8.0495,0.7034,6.73,9.5365
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Regional,2.2905,0.3769,1.6122,3.14
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Distant,3.9894,0.4802,3.1041,5.0368
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,12.0623,1.7817,8.8258,16.0978
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Distant,7.5392,1.4022,5.0456,10.8372
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,44.2254,4.9446,35.0679,55.033
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Regional,12.8555,2.6704,8.165,19.2482
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Distant,19.8335,3.248,13.9852,27.3232
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,7.4736,1.0152,5.6175,9.7618
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Distant,4.742,0.8082,3.2921,6.6291
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,29.4923,4.9782,20.5536,40.9934
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Distant,16.8512,3.724,10.3599,25.9173
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,60.3467,8.8065,44.3337,80.2628
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Distant,23.0968,5.4465,13.685,36.5164
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,9.1142,0.1714,8.7813,9.4566
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Localized,1.0521,0.058,0.9414,1.1723
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Regional,2.9251,0.0971,2.738,3.1218
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Distant,4.184,0.1162,3.9592,4.4182
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Unstaged,0.953,0.0555,0.8473,1.0684
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,0.8276,0.0607,0.7128,0.956
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Localized,0.2435,0.0331,0.1831,0.3179
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Regional,0.2335,0.0324,0.1743,0.3068
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Distant,0.3289,0.0381,0.2586,0.413
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,11.2615,0.4362,10.4227,12.1503
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Localized,1.3359,0.1512,1.0562,1.6673
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Regional,4.1805,0.2651,3.6771,4.7342
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Distant,5.2977,0.2989,4.728,5.9177
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Unstaged,0.4473,0.0883,0.2913,0.6569
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,54.0134,1.2045,51.6781,56.4264
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Localized,5.345,0.3781,4.6295,6.1391
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Regional,16.8473,0.6756,15.549,18.224
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Distant,24.9357,0.8201,23.3539,26.5956
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Unstaged,6.8856,0.423,6.0814,7.7668
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,0.5139,0.0662,0.3924,0.6615
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Localized,0.1917,0.0403,0.1211,0.289
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Distant,0.1819,0.039,0.1137,0.2766
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,6.8601,0.2457,6.3869,7.3597
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Localized,0.9614,0.0939,0.7861,1.1644
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Regional,2.45,0.1459,2.1725,2.7541
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Distant,3.1847,0.167,2.8657,3.5303
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Unstaged,0.264,0.0486,0.1774,0.3788
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,34.9924,1.2878,32.5136,37.6091
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Localized,3.072,0.3791,2.3742,3.9103
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Regional,12.8423,0.7806,11.3577,14.4659
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Distant,17.0138,0.8958,15.3033,18.8625
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Unstaged,2.0643,0.3208,1.4839,2.7918
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,74.8265,2.0923,70.7814,79.0418
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Localized,7.832,0.6745,6.5659,9.2708
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Regional,21.2295,1.1278,19.0764,23.5568
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Distant,33.6038,1.4104,30.896,36.4839
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Unstaged,12.1611,0.8134,10.6191,13.868
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,Black (includes Hispanic),All Ages,All Stages,13.9912,0.1934,13.6148,14.3753
Female,Black (includes Hispanic),All Ages,Localized,1.7274,0.0679,1.5968,1.8657
Female,Black (includes Hispanic),All Ages,Regional,4.0456,0.1036,3.845,4.2539
Female,Black (includes Hispanic),All Ages,Distant,7.0086,0.1367,6.7432,7.2817
Female,Black (includes Hispanic),All Ages,Unstaged,1.2095,0.0578,1.0989,1.328
Female,Black (includes Hispanic),Ages < 50,All Stages,1.343,0.0712,1.207,1.4898
Female,Black (includes Hispanic),Ages < 50,Localized,0.3289,0.0349,0.2641,0.4045
Female,Black (includes Hispanic),Ages < 50,Regional,0.3986,0.0389,0.326,0.4821
Female,Black (includes Hispanic),Ages < 50,Distant,0.5453,0.0455,0.4598,0.6418
Female,Black (includes Hispanic),Ages < 50,Unstaged,0.0702,0.0166,0.0415,0.1105
Female,Black (includes Hispanic),Ages 50-64,All Stages,22.9025,0.5522,21.8328,24.0112
Female,Black (includes Hispanic),Ages 50-64,Localized,2.7274,0.1905,2.3668,3.1277
Female,Black (includes Hispanic),Ages 50-64,Regional,7.0413,0.3061,6.4541,7.6677
Female,Black (includes Hispanic),Ages 50-64,Distant,12.1253,0.4019,11.3502,12.9395
Female,Black (includes Hispanic),Ages 50-64,Unstaged,1.0085,0.116,0.794,1.2632
Female,Black (includes Hispanic),Ages 65+,All Stages,75.838,1.321,73.2707,78.4719
Female,Black (includes Hispanic),Ages 65+,Localized,8.5482,0.4449,7.6985,9.4656
Female,Black (includes Hispanic),Ages 65+,Regional,21.3732,0.7007,20.0217,22.7916
Female,Black (includes Hispanic),Ages 65+,Distant,37.9447,0.9354,36.1333,39.8231
Female,Black (includes Hispanic),Ages 65+,Unstaged,7.9718,0.4256,7.1594,8.8511
Female,Black (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,Black (includes Hispanic),Ages 15-39,All Stages,0.7327,0.0741,0.5947,0.8922
Female,Black (includes Hispanic),Ages 15-39,Localized,0.2703,0.0443,0.1905,0.3716
Female,Black (includes Hispanic),Ages 15-39,Regional,0.1617,0.0349,0.1007,0.2449
Female,Black (includes Hispanic),Ages 15-39,Distant,0.2472,0.0435,0.1694,0.3473
Female,Black (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Female,Black (includes Hispanic),Ages 40-64,All Stages,13.6255,0.3088,13.0268,14.2453
Female,Black (includes Hispanic),Ages 40-64,Localized,1.8048,0.114,1.5883,2.0432
Female,Black (includes Hispanic),Ages 40-64,Regional,4.2345,0.1724,3.9033,4.587
Female,Black (includes Hispanic),Ages 40-64,Distant,6.984,0.22,6.5594,7.4298
Female,Black (includes Hispanic),Ages 40-64,Unstaged,0.6022,0.0654,0.4809,0.7456
Female,Black (includes Hispanic),Ages 65-74,All Stages,57.0116,1.4936,54.1215,60.0154
Female,Black (includes Hispanic),Ages 65-74,Localized,5.6599,0.4742,4.7687,6.6681
Female,Black (includes Hispanic),Ages 65-74,Regional,17.4389,0.8198,15.869,19.1222
Female,Black (includes Hispanic),Ages 65-74,Distant,30.7085,1.0984,28.5932,32.9382
Female,Black (includes Hispanic),Ages 65-74,Unstaged,3.2042,0.357,2.5429,3.9834
Female,Black (includes Hispanic),Ages 75+,All Stages,96.4382,2.2321,92.1124,100.9139
Female,Black (includes Hispanic),Ages 75+,Localized,11.7086,0.7737,10.2411,13.3272
Female,Black (includes Hispanic),Ages 75+,Regional,25.6782,1.1614,23.452,28.057
Female,Black (includes Hispanic),Ages 75+,Distant,45.8627,1.547,42.8804,48.9964
Female,Black (includes Hispanic),Ages 75+,Unstaged,13.1886,0.8011,11.6651,14.8584
Female,Black (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,Hispanic (any race),All Ages,All Stages,10.6575,0.1637,10.3389,10.9827
Female,Hispanic (any race),All Ages,Localized,1.2716,0.0557,1.1648,1.3849
Female,Hispanic (any race),All Ages,Regional,3.1241,0.0883,2.9534,3.3014
Female,Hispanic (any race),All Ages,Distant,5.1446,0.1136,4.9242,5.3715
Female,Hispanic (any race),All Ages,Unstaged,1.1172,0.0548,1.0124,1.2291
Female,Hispanic (any race),Ages < 50,All Stages,0.983,0.0489,0.8895,1.0831
Female,Hispanic (any race),Ages < 50,Localized,0.2406,0.0235,0.1968,0.291
Female,Hispanic (any race),Ages < 50,Regional,0.2708,0.0258,0.2225,0.3259
Female,Hispanic (any race),Ages < 50,Distant,0.4319,0.0327,0.3702,0.5004
Female,Hispanic (any race),Ages < 50,Unstaged,0.0397,0.0099,0.0226,0.0638
Female,Hispanic (any race),Ages 50-64,All Stages,14.9519,0.4195,14.1408,15.7973
Female,Hispanic (any race),Ages 50-64,Localized,1.817,0.1465,1.5413,2.1278
Female,Hispanic (any race),Ages 50-64,Regional,4.7465,0.2362,4.2948,5.2329
Female,Hispanic (any race),Ages 50-64,Distant,7.8249,0.3035,7.2412,8.4431
Female,Hispanic (any race),Ages 50-64,Unstaged,0.5634,0.0813,0.4154,0.7471
Female,Hispanic (any race),Ages 65+,All Stages,60.9559,1.163,58.6976,63.2786
Female,Hispanic (any race),Ages 65+,Localized,6.5275,0.3816,5.8009,7.3194
Female,Hispanic (any race),Ages 65+,Regional,17.5363,0.6228,16.3368,18.8004
Female,Hispanic (any race),Ages 65+,Distant,28.9478,0.8022,27.3966,30.5636
Female,Hispanic (any race),Ages 65+,Unstaged,7.9443,0.4189,7.1443,8.8091
Female,Hispanic (any race),Ages <15,All Stages,-,-,-,-
Female,Hispanic (any race),Ages <15,Localized,-,-,-,-
Female,Hispanic (any race),Ages <15,Regional,-,-,-,-
Female,Hispanic (any race),Ages <15,Distant,-,-,-,-
Female,Hispanic (any race),Ages <15,Unstaged,-,-,-,-
Female,Hispanic (any race),Ages 15-39,All Stages,0.5406,0.0484,0.4499,0.6438
Female,Hispanic (any race),Ages 15-39,Localized,0.2509,0.0327,0.191,0.3233
Female,Hispanic (any race),Ages 15-39,Regional,0.1014,0.0209,0.0647,0.1511
Female,Hispanic (any race),Ages 15-39,Distant,0.1702,0.0275,0.1206,0.2328
Female,Hispanic (any race),Ages 15-39,Unstaged,-,-,-,-
Female,Hispanic (any race),Ages 40-64,All Stages,9.0507,0.2303,8.6049,9.5136
Female,Hispanic (any race),Ages 40-64,Localized,1.1583,0.0826,1.0021,1.332
Female,Hispanic (any race),Ages 40-64,Regional,2.8592,0.1294,2.6112,3.1244
Female,Hispanic (any race),Ages 40-64,Distant,4.6819,0.1656,4.3629,5.0181
