Sex,Race/Ethnicity,Age,Stage,AgeadjustedRateper100000,Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval
Both Sexes,Non-Hispanic White,Ages 15-39,Regional,0.2399,0.0162,0.2092,0.2738
Both Sexes,Non-Hispanic White,Ages 15-39,Distant,0.4914,0.0235,0.4465,0.5395
Both Sexes,Non-Hispanic White,Ages 15-39,Unstaged,0.0385,0.0065,0.0269,0.0533
Both Sexes,Non-Hispanic White,Ages 40-64,All Stages,51.5926,0.1924,51.2161,51.9712
Both Sexes,Non-Hispanic White,Ages 40-64,Localized,9.4184,0.0814,9.2595,9.5796
Both Sexes,Non-Hispanic White,Ages 40-64,Regional,11.7844,0.0917,11.6053,11.9656
Both Sexes,Non-Hispanic White,Ages 40-64,Distant,28.7995,0.1445,28.5171,29.0843
Both Sexes,Non-Hispanic White,Ages 40-64,Unstaged,1.5902,0.0334,1.5255,1.6572
Both Sexes,Non-Hispanic White,Ages 65-74,All Stages,300.6299,0.9855,298.7013,302.5677
Both Sexes,Non-Hispanic White,Ages 65-74,Localized,73.2184,0.4872,72.2666,74.1796
Both Sexes,Non-Hispanic White,Ages 65-74,Regional,70.3126,0.4766,69.3816,71.253
Both Sexes,Non-Hispanic White,Ages 65-74,Distant,144.4007,0.6822,143.0667,145.744
Both Sexes,Non-Hispanic White,Ages 65-74,Unstaged,12.6981,0.2035,12.3023,13.1033
Both Sexes,Non-Hispanic White,Ages 75+,All Stages,413.2852,1.2965,410.7479,415.8341
Both Sexes,Non-Hispanic White,Ages 75+,Localized,97.816,0.6353,96.5748,99.0689
Both Sexes,Non-Hispanic White,Ages 75+,Regional,85.7514,0.5959,84.5873,86.9271
Both Sexes,Non-Hispanic White,Ages 75+,Distant,192.2817,0.8836,190.5537,194.0213
Both Sexes,Non-Hispanic White,Ages 75+,Unstaged,37.4362,0.3762,36.7024,38.1811
Both Sexes,Non-Hispanic White,Ages < 20,All Stages,0.0864,0.0109,0.0664,0.1107
Both Sexes,Non-Hispanic White,Ages < 20,Localized,0.0427,0.0077,0.029,0.0606
Both Sexes,Non-Hispanic White,Ages < 20,Regional,0.0259,0.0059,0.0156,0.0405
Both Sexes,Non-Hispanic White,Ages < 20,Distant,-,-,-,-
Both Sexes,Non-Hispanic White,Ages < 20,Unstaged,-,-,-,-
Both Sexes,White (includes Hispanic),All Ages,All Stages,56.7411,0.1061,56.5333,56.9496
Both Sexes,White (includes Hispanic),All Ages,Localized,12.6877,0.0505,12.589,12.787
Both Sexes,White (includes Hispanic),All Ages,Regional,12.4661,0.0498,12.3687,12.5641
Both Sexes,White (includes Hispanic),All Ages,Distant,28.1406,0.0746,27.9947,28.2872
Both Sexes,White (includes Hispanic),All Ages,Unstaged,3.4467,0.0261,3.3958,3.4982
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,3.0202,0.033,2.9559,3.0855
Both Sexes,White (includes Hispanic),Ages < 50,Localized,0.5413,0.014,0.5143,0.5694
Both Sexes,White (includes Hispanic),Ages < 50,Regional,0.6409,0.0152,0.6115,0.6713
Both Sexes,White (includes Hispanic),Ages < 50,Distant,1.7484,0.0251,1.6995,1.7983
Both Sexes,White (includes Hispanic),Ages < 50,Unstaged,0.0896,0.0057,0.0788,0.1015
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,81.5123,0.2995,80.9264,82.1014
Both Sexes,White (includes Hispanic),Ages 50-64,Localized,15.0335,0.128,14.7837,15.2866
Both Sexes,White (includes Hispanic),Ages 50-64,Regional,18.5963,0.143,18.3172,18.8787
Both Sexes,White (includes Hispanic),Ages 50-64,Distant,45.2228,0.2235,44.7858,45.663
Both Sexes,White (includes Hispanic),Ages 50-64,Unstaged,2.6596,0.0539,2.555,2.7675
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,334.9414,0.737,333.4984,336.389
Both Sexes,White (includes Hispanic),Ages 65+,Localized,79.4517,0.3604,78.7468,80.1612
Both Sexes,White (includes Hispanic),Ages 65+,Regional,72.9007,0.3447,72.2266,73.5795
Both Sexes,White (includes Hispanic),Ages 65+,Distant,158.9868,0.507,157.9946,159.9836
Both Sexes,White (includes Hispanic),Ages 65+,Unstaged,23.6022,0.1933,23.2248,23.9842
Both Sexes,White (includes Hispanic),Ages <15,All Stages,0.0562,0.0083,0.0412,0.075
Both Sexes,White (includes Hispanic),Ages <15,Localized,0.0306,0.0061,0.0198,0.0452
Both Sexes,White (includes Hispanic),Ages <15,Regional,-,-,-,-
Both Sexes,White (includes Hispanic),Ages <15,Distant,-,-,-,-
Both Sexes,White (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,0.9814,0.0274,0.9285,1.0365
Both Sexes,White (includes Hispanic),Ages 15-39,Localized,0.2602,0.0139,0.2337,0.2888
Both Sexes,White (includes Hispanic),Ages 15-39,Regional,0.2066,0.0125,0.1828,0.2326
Both Sexes,White (includes Hispanic),Ages 15-39,Distant,0.4768,0.0193,0.4398,0.516
Both Sexes,White (includes Hispanic),Ages 15-39,Unstaged,0.0379,0.0053,0.0281,0.0498
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,46.2243,0.1641,45.9032,46.5473
Both Sexes,White (includes Hispanic),Ages 40-64,Localized,8.3812,0.0694,8.2458,8.5184
Both Sexes,White (includes Hispanic),Ages 40-64,Regional,10.4517,0.0778,10.2997,10.6054
Both Sexes,White (includes Hispanic),Ages 40-64,Distant,25.9126,0.1234,25.6714,26.1557
Both Sexes,White (includes Hispanic),Ages 40-64,Unstaged,1.4789,0.0292,1.4223,1.5373
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,281.8798,0.8955,280.1274,283.6403
Both Sexes,White (includes Hispanic),Ages 65-74,Localized,67.9467,0.4404,67.0863,68.8153
Both Sexes,White (includes Hispanic),Ages 65-74,Regional,65.5645,0.4318,64.7208,66.4163
Both Sexes,White (includes Hispanic),Ages 65-74,Distant,136.269,0.6219,135.0529,137.4933
Both Sexes,White (includes Hispanic),Ages 65-74,Unstaged,12.0996,0.1863,11.7371,12.4703
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,393.0024,1.1926,390.6684,395.3467
Both Sexes,White (includes Hispanic),Ages 75+,Localized,92.0406,0.581,90.9054,93.1863
Both Sexes,White (includes Hispanic),Ages 75+,Regional,80.9281,0.5458,79.8618,82.0048
Both Sexes,White (includes Hispanic),Ages 75+,Distant,183.845,0.8151,182.2508,185.4495
Both Sexes,White (includes Hispanic),Ages 75+,Unstaged,36.1887,0.3498,35.5063,36.8809
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,0.0783,0.0084,0.0627,0.0966
Both Sexes,White (includes Hispanic),Ages < 20,Localized,0.037,0.0058,0.0266,0.0503
Both Sexes,White (includes Hispanic),Ages < 20,Regional,0.0232,0.0046,0.0152,0.0341
Both Sexes,White (includes Hispanic),Ages < 20,Distant,0.0144,0.0036,0.0082,0.0234
Both Sexes,White (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,All Races (includes Hispanic),All Ages,All Stages,48.8813,0.1187,48.649,49.1145
Female,All Races (includes Hispanic),All Ages,Localized,11.7853,0.0585,11.6709,11.9006
Female,All Races (includes Hispanic),All Ages,Regional,10.6251,0.0555,10.5167,10.7344
Female,All Races (includes Hispanic),All Ages,Distant,23.6488,0.0824,23.4874,23.811
Female,All Races (includes Hispanic),All Ages,Unstaged,2.8221,0.0281,2.7674,2.8777
Female,All Races (includes Hispanic),Ages < 50,All Stages,3.2212,0.0412,3.1408,3.303
Female,All Races (includes Hispanic),Ages < 50,Localized,0.6582,0.0186,0.6222,0.6957
Female,All Races (includes Hispanic),Ages < 50,Regional,0.6723,0.0188,0.6359,0.7102
Female,All Races (includes Hispanic),Ages < 50,Distant,1.7981,0.0309,1.7381,1.8596
Female,All Races (includes Hispanic),Ages < 50,Unstaged,0.0927,0.007,0.0795,0.1074
Female,All Races (includes Hispanic),Ages 50-64,All Stages,75.1104,0.3532,74.4197,75.8061
Female,All Races (includes Hispanic),Ages 50-64,Localized,15.8925,0.1619,15.5767,16.2131
Female,All Races (includes Hispanic),Ages 50-64,Regional,16.9402,0.1675,16.6134,17.2718
Female,All Races (includes Hispanic),Ages 50-64,Distant,40.2216,0.2591,39.7154,40.7326
Female,All Races (includes Hispanic),Ages 50-64,Unstaged,2.0562,0.0583,1.9436,2.1737
Female,All Races (includes Hispanic),Ages 65+,All Stages,279.1973,0.8065,277.6188,280.7824
Female,All Races (includes Hispanic),Ages 65+,Localized,70.6231,0.4077,69.8263,71.4265
Female,All Races (includes Hispanic),Ages 65+,Regional,60.1195,0.3761,59.3846,60.8611
Female,All Races (includes Hispanic),Ages 65+,Distant,129.0957,0.5476,128.0247,130.1734
Female,All Races (includes Hispanic),Ages 65+,Unstaged,19.359,0.2072,18.9551,19.7694
Female,All Races (includes Hispanic),Ages <15,All Stages,0.0764,0.0118,0.0551,0.1033
Female,All Races (includes Hispanic),Ages <15,Localized,0.0384,0.0084,0.0238,0.0587
Female,All Races (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,All Races (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,All Races (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,All Races (includes Hispanic),Ages 15-39,All Stages,1.0667,0.0343,1.0005,1.1361
Female,All Races (includes Hispanic),Ages 15-39,Localized,0.2841,0.0175,0.2509,0.3204
Female,All Races (includes Hispanic),Ages 15-39,Regional,0.2236,0.0157,0.1939,0.2565
Female,All Races (includes Hispanic),Ages 15-39,Distant,0.5205,0.0242,0.4742,0.57
Female,All Races (includes Hispanic),Ages 15-39,Unstaged,0.0385,0.0065,0.0269,0.0533
Female,All Races (includes Hispanic),Ages 40-64,All Stages,43.4302,0.1958,43.0472,43.8159
Female,All Races (includes Hispanic),Ages 40-64,Localized,9.0497,0.0889,8.8764,9.2257
Female,All Races (includes Hispanic),Ages 40-64,Regional,9.684,0.0921,9.5043,9.8664
Female,All Races (includes Hispanic),Ages 40-64,Distant,23.5088,0.1447,23.2261,23.7942
Female,All Races (includes Hispanic),Ages 40-64,Unstaged,1.1877,0.0323,1.1252,1.2528
Female,All Races (includes Hispanic),Ages 65-74,All Stages,240.8695,1.0101,238.8939,242.8574
Female,All Races (includes Hispanic),Ages 65-74,Localized,63.0621,0.5173,62.0523,64.0841
Female,All Races (includes Hispanic),Ages 65-74,Regional,55.4091,0.4845,54.4635,56.3669
Female,All Races (includes Hispanic),Ages 65-74,Distant,113.1323,0.6915,111.7809,114.4958
Female,All Races (includes Hispanic),Ages 65-74,Unstaged,9.2661,0.1992,8.8797,9.6648
Female,All Races (includes Hispanic),Ages 75+,All Stages,321.1361,1.2771,318.6378,323.6488
Female,All Races (includes Hispanic),Ages 75+,Localized,78.8964,0.6391,77.6487,80.1587
Female,All Races (includes Hispanic),Ages 75+,Regional,65.2736,0.5825,64.1369,66.425
Female,All Races (includes Hispanic),Ages 75+,Distant,146.5632,0.8617,144.8791,148.2617
Female,All Races (includes Hispanic),Ages 75+,Unstaged,30.4029,0.3751,29.672,31.1473
Female,All Races (includes Hispanic),Ages < 20,All Stages,0.0941,0.0112,0.0733,0.1189
Female,All Races (includes Hispanic),Ages < 20,Localized,0.0419,0.0075,0.0285,0.0595
Female,All Races (includes Hispanic),Ages < 20,Regional,0.0307,0.0064,0.0194,0.0461
Female,All Races (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,All Races (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,33.941,1.4395,31.1778,36.8692
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Localized,7.6439,0.6846,6.3612,9.0939
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Regional,7.6822,0.6814,6.4048,9.1252
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Distant,16.9367,1.0125,15.0101,19.0279
Female,American Indian / Alaska Native (includes Hispanic),All Ages,Unstaged,1.6782,0.3379,1.0825,2.457
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,1.2781,0.3029,0.7551,2.0023
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,51.9577,3.6697,45.0138,59.6741
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Localized,10.5469,1.6708,7.5296,14.3684
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Regional,13.3369,1.8515,9.9574,17.5026
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Distant,27.3162,2.6563,22.3587,33.0513
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,199.5828,10.381,179.7526,221.0078
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Localized,46.293,4.9704,37.0661,57.1336
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Regional,43.3023,4.853,34.3157,53.9232
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Distant,98.0261,7.2667,84.3005,113.3562
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,Unstaged,11.9615,2.5891,7.4365,18.2025
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,28.2251,1.9305,24.568,32.2928
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Localized,5.7261,0.878,4.1361,7.7454
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Regional,7.2694,0.9765,5.4826,9.4765
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Distant,14.8557,1.3985,12.2415,17.8843
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,174.5945,12.1995,151.5012,200.1932
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Localized,46.0896,6.3452,34.5001,60.275
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Regional,36.4281,5.5612,26.3533,49.0676
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Distant,84.4394,8.4264,68.7343,102.6531
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,226.9253,17.1591,194.5394,263.1509
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Localized,46.5155,7.7552,32.5746,64.3978
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Regional,50.8241,8.1402,36.1379,69.4624
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Distant,112.8929,12.1068,90.4166,139.2487
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,Unstaged,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,28.2436,0.3004,27.6578,28.8387
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Localized,5.9112,0.1373,5.6452,6.1867
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Regional,5.1294,0.1291,4.8795,5.3888
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Distant,15.4575,0.2216,15.0262,15.8982
Female,Asian / Pacific Islander (includes Hispanic),All Ages,Unstaged,1.7454,0.075,1.6016,1.8988
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,2.777,0.1114,2.563,3.0045
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Localized,0.4812,0.0464,0.3946,0.5816
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Regional,0.3776,0.041,0.3015,0.4674
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Distant,1.869,0.0914,1.6942,2.0573
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,41.5986,0.8401,39.9682,43.2788
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Localized,8.6859,0.3823,7.9526,9.469
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Regional,7.1621,0.3479,6.4964,7.8779
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Distant,24.3444,0.6443,23.0979,25.641
Female,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Unstaged,1.4063,0.1531,1.1222,1.7411
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,158.2122,2.0613,154.1976,162.3043
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Localized,33.7095,0.9505,31.872,35.6248
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Regional,29.9254,0.9041,28.1794,31.7501
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Distant,82.7176,1.4889,79.8249,85.6877
Female,Asian / Pacific Islander (includes Hispanic),Ages 65+,Unstaged,11.8597,0.558,10.7911,13.0056
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,1.1967,0.1013,1.0064,1.4128
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Localized,0.2399,0.0456,0.1591,0.3476
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Regional,0.1435,0.035,0.0834,0.2308
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Distant,0.7887,0.0822,0.6358,0.9676
Female,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,25.7008,0.4771,24.7741,26.6538
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Localized,5.1384,0.2116,4.732,5.5713
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Regional,4.2652,0.1932,3.8949,4.662
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Distant,15.5277,0.3728,14.8055,16.2765
Female,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Unstaged,0.7694,0.0808,0.6193,0.9462
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,119.2027,2.3712,114.6002,123.9419
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Localized,27.2643,1.129,25.0961,29.5694
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Regional,23.8306,1.0645,21.7895,26.01
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Distant,62.5208,1.7173,59.1998,65.9787
Female,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Unstaged,5.587,0.515,4.6233,6.6912
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,200.8971,3.4501,194.1912,207.7739
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Localized,40.7619,1.5609,37.7596,43.9373
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Regional,36.5945,1.4927,33.727,39.6373
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Distant,104.8172,2.4881,99.9968,109.8087
Female,Asian / Pacific Islander (includes Hispanic),Ages 75+,Unstaged,18.7234,1.0238,16.7704,20.8434
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,Black (includes Hispanic),All Ages,All Stages,44.5888,0.3429,43.9192,45.2658
Female,Black (includes Hispanic),All Ages,Localized,8.9985,0.1547,8.6978,9.3068
Female,Black (includes Hispanic),All Ages,Regional,9.87,0.1607,9.5575,10.1901
Female,Black (includes Hispanic),All Ages,Distant,23.4288,0.248,22.9453,23.9199
Female,Black (includes Hispanic),All Ages,Unstaged,2.2915,0.0794,2.1386,2.4522
Female,Black (includes Hispanic),Ages < 50,All Stages,3.3166,0.1118,3.1011,3.5428
Female,Black (includes Hispanic),Ages < 50,Localized,0.5662,0.0461,0.4795,0.6638
Female,Black (includes Hispanic),Ages < 50,Regional,0.7159,0.0518,0.6179,0.8247
Female,Black (includes Hispanic),Ages < 50,Distant,1.9328,0.0854,1.769,2.1073
Female,Black (includes Hispanic),Ages < 50,Unstaged,0.1017,0.0197,0.0669,0.1478
Female,Black (includes Hispanic),Ages 50-64,All Stages,84.1127,1.0586,82.0507,86.2137
Female,Black (includes Hispanic),Ages 50-64,Localized,15.7512,0.4572,14.8679,16.6737
Female,Black (includes Hispanic),Ages 50-64,Regional,19.5036,0.5089,18.5188,20.5275
Female,Black (includes Hispanic),Ages 50-64,Distant,46.5225,0.7884,44.9899,48.0941
Female,Black (includes Hispanic),Ages 50-64,Unstaged,2.3354,0.176,2.0032,2.7071
Female,Black (includes Hispanic),Ages 65+,All Stages,234.0048,2.318,229.4835,238.5925
Female,Black (includes Hispanic),Ages 65+,Localized,49.2669,1.0652,47.201,51.3995
Female,Black (includes Hispanic),Ages 65+,Regional,50.853,1.0792,48.7597,53.0129
Female,Black (includes Hispanic),Ages 65+,Distant,119.1075,1.654,115.8875,122.3939
Female,Black (includes Hispanic),Ages 65+,Unstaged,14.7774,0.5813,13.6599,15.9618
Female,Black (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,Black (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,Black (includes Hispanic),Ages 15-39,All Stages,0.9712,0.0866,0.8089,1.1554
Female,Black (includes Hispanic),Ages 15-39,Localized,0.2032,0.0388,0.1344,0.2938
Female,Black (includes Hispanic),Ages 15-39,Regional,0.237,0.043,0.1604,0.3361
Female,Black (includes Hispanic),Ages 15-39,Distant,0.5029,0.0629,0.3873,0.6409
Female,Black (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Female,Black (includes Hispanic),Ages 40-64,All Stages,48.1986,0.5769,47.0744,49.3437
Female,Black (includes Hispanic),Ages 40-64,Localized,8.8493,0.2462,8.3733,9.3462
Female,Black (includes Hispanic),Ages 40-64,Regional,11.0268,0.2749,10.4945,11.58
Female,Black (includes Hispanic),Ages 40-64,Distant,26.9609,0.4327,26.1194,27.8234
Female,Black (includes Hispanic),Ages 40-64,Unstaged,1.3617,0.0972,1.1778,1.5671
Female,Black (includes Hispanic),Ages 65-74,All Stages,208.5302,2.8562,202.9693,214.2043
Female,Black (includes Hispanic),Ages 65-74,Localized,46.0929,1.345,43.4941,48.8057
Female,Black (includes Hispanic),Ages 65-74,Regional,48.5913,1.3761,45.9313,51.3648
Female,Black (includes Hispanic),Ages 65-74,Distant,105.8577,2.035,101.9064,109.9225
Female,Black (includes Hispanic),Ages 65-74,Unstaged,7.9883,0.5603,6.9278,9.1644
Female,Black (includes Hispanic),Ages 75+,All Stages,261.8795,3.7144,254.6494,269.2611
Female,Black (includes Hispanic),Ages 75+,Localized,52.7399,1.6765,49.5048,56.1284
Female,Black (includes Hispanic),Ages 75+,Regional,53.3279,1.6853,50.0754,56.7336
Female,Black (includes Hispanic),Ages 75+,Distant,133.6056,2.6533,128.4554,138.9075
Female,Black (includes Hispanic),Ages 75+,Unstaged,22.2062,1.0518,20.1924,24.3677
Female,Black (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,Black (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Female,Hispanic (any race),All Ages,All Stages,24.7824,0.2512,24.2925,25.279
Female,Hispanic (any race),All Ages,Localized,5.581,0.12,5.3483,5.8205
Female,Hispanic (any race),All Ages,Regional,4.8053,0.11,4.5921,5.0252
Female,Hispanic (any race),All Ages,Distant,12.4935,0.1774,12.1482,12.8454
Female,Hispanic (any race),All Ages,Unstaged,1.9026,0.0715,1.7649,2.0472
Female,Hispanic (any race),Ages < 50,All Stages,1.6113,0.063,1.4901,1.7392
Female,Hispanic (any race),Ages < 50,Localized,0.3116,0.0274,0.2602,0.3698
Female,Hispanic (any race),Ages < 50,Regional,0.3064,0.0275,0.255,0.3647
Female,Hispanic (any race),Ages < 50,Distant,0.9105,0.0475,0.8197,1.0081
Female,Hispanic (any race),Ages < 50,Unstaged,0.0827,0.0143,0.0571,0.1152
Female,Hispanic (any race),Ages 50-64,All Stages,34.4601,0.6365,33.2237,35.7307
Female,Hispanic (any race),Ages 50-64,Localized,7.0416,0.2878,6.4887,7.629
Female,Hispanic (any race),Ages 50-64,Regional,7.26,0.2921,6.6986,7.8559
Female,Hispanic (any race),Ages 50-64,Distant,18.8898,0.4712,17.9774,19.8365
Female,Hispanic (any race),Ages 50-64,Unstaged,1.2687,0.1221,1.0407,1.5319
Female,Hispanic (any race),Ages 65+,All Stages,145.9713,1.8025,142.4595,149.5474
Female,Hispanic (any race),Ages 65+,Localized,34.0195,0.8717,32.3322,35.7715
Female,Hispanic (any race),Ages 65+,Regional,27.6519,0.7829,26.1386,29.2298
Female,Hispanic (any race),Ages 65+,Distant,71.225,1.2584,68.7798,73.7346
Female,Hispanic (any race),Ages 65+,Unstaged,13.0749,0.5411,12.0357,14.1793
Female,Hispanic (any race),Ages <15,All Stages,-,-,-,-
Female,Hispanic (any race),Ages <15,Localized,-,-,-,-
Female,Hispanic (any race),Ages <15,Regional,-,-,-,-
Female,Hispanic (any race),Ages <15,Distant,-,-,-,-
