Sex,Race/Ethnicity,Age,Stage,AgeadjustedRateper100000,Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval
Female,White (includes Hispanic),All Ages,Unstaged,2.348,0.0294,2.2908,2.4064
Female,White (includes Hispanic),Ages < 50,All Stages,45.103,0.1834,44.7442,45.464
Female,White (includes Hispanic),Ages < 50,Localized,25.7797,0.1384,25.509,26.0525
Female,White (includes Hispanic),Ages < 50,Regional,16.5762,0.1115,16.3583,16.7962
Female,White (includes Hispanic),Ages < 50,Distant,2.1917,0.0405,2.1131,2.2724
Female,White (includes Hispanic),Ages < 50,Unstaged,0.5555,0.0204,0.5163,0.5969
Female,White (includes Hispanic),Ages 50-64,All Stages,275.985,0.7877,274.4432,277.5333
Female,White (includes Hispanic),Ages 50-64,Localized,181.4622,0.6375,180.2148,182.7161
Female,White (includes Hispanic),Ages 50-64,Regional,76.5784,0.4171,75.7632,77.4002
Female,White (includes Hispanic),Ages 50-64,Distant,14.5402,0.1804,14.1887,14.8982
Female,White (includes Hispanic),Ages 50-64,Unstaged,3.4042,0.0871,3.2356,3.5793
Female,White (includes Hispanic),Ages 65+,All Stages,446.7336,1.1301,444.5213,448.9542
Female,White (includes Hispanic),Ages 65+,Localized,314.1773,0.9502,312.3177,316.0452
Female,White (includes Hispanic),Ages 65+,Regional,95.5558,0.5212,94.5368,96.5828
Female,White (includes Hispanic),Ages 65+,Distant,25.6421,0.2699,25.1158,26.1765
Female,White (includes Hispanic),Ages 65+,Unstaged,11.3584,0.1726,11.0226,11.7021
Female,White (includes Hispanic),Ages <15,All Stages,-,-,-,-
Female,White (includes Hispanic),Ages <15,Localized,-,-,-,-
Female,White (includes Hispanic),Ages <15,Regional,-,-,-,-
Female,White (includes Hispanic),Ages <15,Distant,-,-,-,-
Female,White (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Female,White (includes Hispanic),Ages 15-39,All Stages,22.1096,0.1869,21.7448,22.4788
Female,White (includes Hispanic),Ages 15-39,Localized,10.5933,0.1295,10.3409,10.8501
Female,White (includes Hispanic),Ages 15-39,Regional,9.6706,0.1235,9.43,9.9155
Female,White (includes Hispanic),Ages 15-39,Distant,1.5233,0.0489,1.429,1.6222
Female,White (includes Hispanic),Ages 15-39,Unstaged,0.3224,0.0225,0.2799,0.3694
Female,White (includes Hispanic),Ages 40-64,All Stages,217.7359,0.5424,216.6741,218.8016
Female,White (includes Hispanic),Ages 40-64,Localized,138.5417,0.4298,137.7006,139.3867
Female,White (includes Hispanic),Ages 40-64,Regional,65.9552,0.3034,65.3619,66.5525
Female,White (includes Hispanic),Ages 40-64,Distant,10.6134,0.1181,10.3832,10.8474
Female,White (includes Hispanic),Ages 40-64,Unstaged,2.6257,0.0592,2.5108,2.7445
Female,White (includes Hispanic),Ages 65-74,All Stages,460.9618,1.5543,457.9204,464.0184
Female,White (includes Hispanic),Ages 65-74,Localized,331.2171,1.3184,328.638,333.8114
Female,White (includes Hispanic),Ages 65-74,Regional,99.5842,0.7209,98.1763,101.0073
Female,White (includes Hispanic),Ages 65-74,Distant,23.8322,0.3531,23.1452,24.5345
Female,White (includes Hispanic),Ages 65-74,Unstaged,6.3283,0.1825,5.9756,6.6963
Female,White (includes Hispanic),Ages 75+,All Stages,431.1649,1.6459,427.9449,434.4026
Female,White (includes Hispanic),Ages 75+,Localized,295.5321,1.3706,292.8518,298.2303
Female,White (includes Hispanic),Ages 75+,Regional,91.1477,0.7546,89.6747,92.6385
Female,White (includes Hispanic),Ages 75+,Distant,27.6225,0.4125,26.8198,28.4427
Female,White (includes Hispanic),Ages 75+,Unstaged,16.8626,0.3014,16.277,17.4643
Female,White (includes Hispanic),Ages < 20,All Stages,0.0364,0.0081,0.0222,0.0562
Female,White (includes Hispanic),Ages < 20,Localized,-,-,-,-
Female,White (includes Hispanic),Ages < 20,Regional,-,-,-,-
Female,White (includes Hispanic),Ages < 20,Distant,-,-,-,-
Female,White (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,All Races (includes Hispanic),All Ages,All Stages,1.2454,0.0211,1.2044,1.2875
Male,All Races (includes Hispanic),All Ages,Localized,0.577,0.0144,0.549,0.606
Male,All Races (includes Hispanic),All Ages,Regional,0.5172,0.0135,0.491,0.5445
Male,All Races (includes Hispanic),All Ages,Distant,0.1082,0.0062,0.0964,0.121
Male,All Races (includes Hispanic),All Ages,Unstaged,0.043,0.004,0.0356,0.0516
Male,All Races (includes Hispanic),Ages < 50,All Stages,0.1602,0.0094,0.1424,0.1796
Male,All Races (includes Hispanic),Ages < 50,Localized,0.0681,0.0061,0.0566,0.0812
Male,All Races (includes Hispanic),Ages < 50,Regional,0.0658,0.006,0.0546,0.0786
Male,All Races (includes Hispanic),Ages < 50,Distant,0.0221,0.0035,0.0159,0.03
Male,All Races (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Male,All Races (includes Hispanic),Ages 50-64,All Stages,2.0399,0.0603,1.9234,2.1616
Male,All Races (includes Hispanic),Ages 50-64,Localized,0.8688,0.0393,0.7934,0.9494
Male,All Races (includes Hispanic),Ages 50-64,Regional,0.9264,0.0407,0.8484,1.0097
Male,All Races (includes Hispanic),Ages 50-64,Distant,0.1874,0.0183,0.1533,0.2269
Male,All Races (includes Hispanic),Ages 50-64,Unstaged,0.0573,0.0102,0.0391,0.081
Male,All Races (includes Hispanic),Ages 65+,All Stages,6.5166,0.141,6.2431,6.7991
Male,All Races (includes Hispanic),Ages 65+,Localized,3.1446,0.0981,2.9553,3.3429
Male,All Races (includes Hispanic),Ages 65+,Regional,2.6166,0.0893,2.4445,2.7977
Male,All Races (includes Hispanic),Ages 65+,Distant,0.507,0.039,0.4335,0.5894
Male,All Races (includes Hispanic),Ages 65+,Unstaged,0.2484,0.0278,0.1969,0.3092
Male,All Races (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,All Races (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,All Races (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,All Races (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,All Races (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,All Races (includes Hispanic),Ages 15-39,All Stages,0.0714,0.009,0.0549,0.0912
Male,All Races (includes Hispanic),Ages 15-39,Localized,0.0267,0.0055,0.017,0.0397
Male,All Races (includes Hispanic),Ages 15-39,Regional,0.0286,0.0057,0.0184,0.042
Male,All Races (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Male,All Races (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Male,All Races (includes Hispanic),Ages 40-64,All Stages,1.3033,0.0356,1.2344,1.3752
Male,All Races (includes Hispanic),Ages 40-64,Localized,0.5583,0.0234,0.5134,0.6062
Male,All Races (includes Hispanic),Ages 40-64,Regional,0.5804,0.0237,0.5349,0.6288
Male,All Races (includes Hispanic),Ages 40-64,Distant,0.1286,0.0113,0.1074,0.1529
Male,All Races (includes Hispanic),Ages 40-64,Unstaged,0.036,0.0059,0.0253,0.0498
Male,All Races (includes Hispanic),Ages 65-74,All Stages,5.361,0.1617,5.0488,5.6875
Male,All Races (includes Hispanic),Ages 65-74,Localized,2.5653,0.112,2.3505,2.7944
Male,All Races (includes Hispanic),Ages 65-74,Regional,2.1497,0.1023,1.9539,2.3598
Male,All Races (includes Hispanic),Ages 65-74,Distant,0.505,0.0496,0.4124,0.6121
Male,All Races (includes Hispanic),Ages 65-74,Unstaged,0.141,0.026,0.0947,0.2022
Male,All Races (includes Hispanic),Ages 75+,All Stages,7.7811,0.2365,7.3243,8.2588
Male,All Races (includes Hispanic),Ages 75+,Localized,3.7785,0.1649,3.4621,4.1158
Male,All Races (includes Hispanic),Ages 75+,Regional,3.1275,0.1499,2.8406,3.4355
Male,All Races (includes Hispanic),Ages 75+,Distant,0.5091,0.0609,0.3968,0.6432
Male,All Races (includes Hispanic),Ages 75+,Unstaged,0.366,0.0508,0.2732,0.4802
Male,All Races (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Male,All Races (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,All Races (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,All Races (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,All Races (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),All Ages,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,Unstaged,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,0.6548,0.0513,0.5581,0.763
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Localized,0.3076,0.0352,0.2424,0.3844
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Regional,0.2702,0.0331,0.2092,0.3429
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Distant,0.0567,0.0144,0.0322,0.0928
Male,Asian / Pacific Islander (includes Hispanic),All Ages,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,0.1186,0.0243,0.0759,0.1765
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Localized,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Regional,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,1.0665,0.1441,0.8029,1.3897
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Localized,0.4278,0.0914,0.2678,0.6491
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Regional,0.5245,0.1012,0.3453,0.7646
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,3.2363,0.3407,2.6032,3.9772
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Localized,1.5819,0.2367,1.1524,2.1199
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Regional,1.3799,0.2246,0.9752,1.8956
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,0.7086,0.0853,0.5514,0.8975
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Localized,0.3201,0.0579,0.2168,0.4561
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Regional,0.2953,0.0542,0.1988,0.4236
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,2.9395,0.4158,2.1817,3.8727
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Localized,1.6317,0.3113,1.0796,2.3628
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Regional,0.9357,0.2294,0.5414,1.5064
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,3.5611,0.5495,2.5664,4.8134
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Localized,1.5273,0.36,0.9051,2.4134
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Regional,1.866,0.3979,1.1694,2.8249
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages 75+,Unstaged,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,Asian / Pacific Islander (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,Black (includes Hispanic),All Ages,All Stages,1.8449,0.0844,1.6832,2.0172
Male,Black (includes Hispanic),All Ages,Localized,0.8045,0.0556,0.6992,0.9206
Male,Black (includes Hispanic),All Ages,Regional,0.7059,0.0517,0.6083,0.8141
Male,Black (includes Hispanic),All Ages,Distant,0.2449,0.0307,0.1884,0.3122
Male,Black (includes Hispanic),All Ages,Unstaged,0.0895,0.0202,0.0544,0.1369
Male,Black (includes Hispanic),Ages < 50,All Stages,0.3339,0.0384,0.2629,0.4172
Male,Black (includes Hispanic),Ages < 50,Localized,0.1164,0.0229,0.076,0.1695
Male,Black (includes Hispanic),Ages < 50,Regional,0.1384,0.0245,0.0946,0.1946
Male,Black (includes Hispanic),Ages < 50,Distant,-,-,-,-
Male,Black (includes Hispanic),Ages < 50,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages 50-64,All Stages,3.1638,0.224,2.7399,3.6348
Male,Black (includes Hispanic),Ages 50-64,Localized,1.4683,0.1525,1.1847,1.7995
Male,Black (includes Hispanic),Ages 50-64,Regional,1.3157,0.1446,1.0476,1.6315
Male,Black (includes Hispanic),Ages 50-64,Distant,0.3013,0.0692,0.1812,0.4709
Male,Black (includes Hispanic),Ages 50-64,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages 65+,All Stages,8.9314,0.5716,7.8461,10.1272
Male,Black (includes Hispanic),Ages 65+,Localized,3.957,0.3794,3.2484,4.7771
Male,Black (includes Hispanic),Ages 65+,Regional,3.2317,0.3435,2.5937,3.982
Male,Black (includes Hispanic),Ages 65+,Distant,1.2296,0.2087,0.8551,1.7172
Male,Black (includes Hispanic),Ages 65+,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages 15-39,All Stages,-,-,-,-
Male,Black (includes Hispanic),Ages 15-39,Localized,-,-,-,-
Male,Black (includes Hispanic),Ages 15-39,Regional,-,-,-,-
Male,Black (includes Hispanic),Ages 15-39,Distant,-,-,-,-
Male,Black (includes Hispanic),Ages 15-39,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages 40-64,All Stages,2.2069,0.1378,1.9451,2.4945
Male,Black (includes Hispanic),Ages 40-64,Localized,0.9348,0.0888,0.7689,1.1266
Male,Black (includes Hispanic),Ages 40-64,Regional,0.9477,0.0904,0.7787,1.1428
Male,Black (includes Hispanic),Ages 40-64,Distant,0.2432,0.0465,0.1607,0.3533
Male,Black (includes Hispanic),Ages 40-64,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages 65-74,All Stages,8.3456,0.6656,7.092,9.757
Male,Black (includes Hispanic),Ages 65-74,Localized,3.7829,0.4464,2.9589,4.766
Male,Black (includes Hispanic),Ages 65-74,Regional,2.9334,0.3909,2.2177,3.8081
Male,Black (includes Hispanic),Ages 65-74,Distant,1.2742,0.2639,0.8105,1.905
Male,Black (includes Hispanic),Ages 65-74,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages 75+,All Stages,9.5724,0.95,7.8013,11.6274
Male,Black (includes Hispanic),Ages 75+,Localized,4.1474,0.6267,3.0111,5.5732
Male,Black (includes Hispanic),Ages 75+,Regional,3.5582,0.5784,2.516,4.8896
Male,Black (includes Hispanic),Ages 75+,Distant,-,-,-,-
Male,Black (includes Hispanic),Ages 75+,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,Hispanic (any race),All Ages,All Stages,0.8011,0.0522,0.702,0.9089
Male,Hispanic (any race),All Ages,Localized,0.3798,0.0362,0.3122,0.4562
Male,Hispanic (any race),All Ages,Regional,0.3262,0.0334,0.264,0.3973
Male,Hispanic (any race),All Ages,Distant,0.0445,0.0114,0.025,0.0722
Male,Hispanic (any race),All Ages,Unstaged,0.0506,0.013,0.0284,0.0818
Male,Hispanic (any race),Ages < 50,All Stages,0.1033,0.0158,0.0747,0.1387
Male,Hispanic (any race),Ages < 50,Localized,-,-,-,-
Male,Hispanic (any race),Ages < 50,Regional,0.0453,0.0104,0.0272,0.0702
Male,Hispanic (any race),Ages < 50,Distant,-,-,-,-
Male,Hispanic (any race),Ages < 50,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages 50-64,All Stages,1.1791,0.1224,0.9515,1.4447
Male,Hispanic (any race),Ages 50-64,Localized,0.5418,0.0827,0.392,0.73
Male,Hispanic (any race),Ages 50-64,Regional,0.4725,0.0778,0.3326,0.6513
Male,Hispanic (any race),Ages 50-64,Distant,-,-,-,-
Male,Hispanic (any race),Ages 50-64,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages 65+,All Stages,4.3479,0.376,3.6422,5.1498
Male,Hispanic (any race),Ages 65+,Localized,2.1499,0.2631,1.6654,2.7313
Male,Hispanic (any race),Ages 65+,Regional,1.7609,0.2406,1.3211,2.2992
Male,Hispanic (any race),Ages 65+,Distant,-,-,-,-
Male,Hispanic (any race),Ages 65+,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages <15,All Stages,-,-,-,-
Male,Hispanic (any race),Ages <15,Localized,-,-,-,-
Male,Hispanic (any race),Ages <15,Regional,-,-,-,-
Male,Hispanic (any race),Ages <15,Distant,-,-,-,-
Male,Hispanic (any race),Ages <15,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages 15-39,All Stages,-,-,-,-
Male,Hispanic (any race),Ages 15-39,Localized,-,-,-,-
Male,Hispanic (any race),Ages 15-39,Regional,-,-,-,-
Male,Hispanic (any race),Ages 15-39,Distant,-,-,-,-
Male,Hispanic (any race),Ages 15-39,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages 40-64,All Stages,0.7666,0.0689,0.6375,0.9141
Male,Hispanic (any race),Ages 40-64,Localized,0.339,0.0458,0.2553,0.4413
Male,Hispanic (any race),Ages 40-64,Regional,0.3107,0.044,0.2305,0.4097
Male,Hispanic (any race),Ages 40-64,Distant,-,-,-,-
Male,Hispanic (any race),Ages 40-64,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages 65-74,All Stages,2.8338,0.3628,2.1677,3.6408
Male,Hispanic (any race),Ages 65-74,Localized,1.3695,0.2455,0.9313,1.9471
Male,Hispanic (any race),Ages 65-74,Regional,1.1825,0.2401,0.7595,1.7536
Male,Hispanic (any race),Ages 65-74,Distant,-,-,-,-
Male,Hispanic (any race),Ages 65-74,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages 75+,All Stages,6.0047,0.68,4.7462,7.4946
Male,Hispanic (any race),Ages 75+,Localized,3.0038,0.4811,2.1359,4.1068
Male,Hispanic (any race),Ages 75+,Regional,2.3939,0.43,1.6264,3.3981
Male,Hispanic (any race),Ages 75+,Distant,-,-,-,-
Male,Hispanic (any race),Ages 75+,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages < 20,All Stages,-,-,-,-
Male,Hispanic (any race),Ages < 20,Localized,-,-,-,-
Male,Hispanic (any race),Ages < 20,Regional,-,-,-,-
Male,Hispanic (any race),Ages < 20,Distant,-,-,-,-
Male,Hispanic (any race),Ages < 20,Unstaged,-,-,-,-
Male,Non-Hispanic White,All Ages,All Stages,1.3031,0.0258,1.2529,1.3549
Male,Non-Hispanic White,All Ages,Localized,0.6122,0.0178,0.5777,0.6482
Male,Non-Hispanic White,All Ages,Regional,0.5494,0.0167,0.5171,0.5833
Male,Non-Hispanic White,All Ages,Distant,0.1051,0.0073,0.0913,0.1206
Male,Non-Hispanic White,All Ages,Unstaged,0.0364,0.0043,0.0285,0.046
Male,Non-Hispanic White,Ages < 50,All Stages,0.1545,0.0124,0.1311,0.1809
Male,Non-Hispanic White,Ages < 50,Localized,0.073,0.0086,0.0571,0.0919
Male,Non-Hispanic White,Ages < 50,Regional,0.0644,0.008,0.0497,0.0821
Male,Non-Hispanic White,Ages < 50,Distant,0.0171,0.0041,0.0101,0.0273
Male,Non-Hispanic White,Ages < 50,Unstaged,-,-,-,-
Male,Non-Hispanic White,Ages 50-64,All Stages,2.1534,0.0766,2.0059,2.3089
Male,Non-Hispanic White,Ages 50-64,Localized,0.8819,0.0488,0.7888,0.9829
Male,Non-Hispanic White,Ages 50-64,Regional,1.0167,0.0527,0.916,1.1256
Male,Non-Hispanic White,Ages 50-64,Distant,0.1968,0.0233,0.1539,0.248
Male,Non-Hispanic White,Ages 50-64,Unstaged,0.058,0.0128,0.0357,0.089
Male,Non-Hispanic White,Ages 65+,All Stages,6.8709,0.1689,6.5439,7.21
Male,Non-Hispanic White,Ages 65+,Localized,3.3793,0.1187,3.1506,3.6202
Male,Non-Hispanic White,Ages 65+,Regional,2.7718,0.107,2.566,2.9898
Male,Non-Hispanic White,Ages 65+,Distant,0.5003,0.0452,0.4157,0.5972
Male,Non-Hispanic White,Ages 65+,Unstaged,0.2194,0.0302,0.1642,0.2872
Male,Non-Hispanic White,Ages <15,All Stages,-,-,-,-
Male,Non-Hispanic White,Ages <15,Localized,-,-,-,-
Male,Non-Hispanic White,Ages <15,Regional,-,-,-,-
Male,Non-Hispanic White,Ages <15,Distant,-,-,-,-
Male,Non-Hispanic White,Ages <15,Unstaged,-,-,-,-
Male,Non-Hispanic White,Ages 15-39,All Stages,0.0645,0.0119,0.0434,0.0921
Male,Non-Hispanic White,Ages 15-39,Localized,-,-,-,-
Male,Non-Hispanic White,Ages 15-39,Regional,-,-,-,-
Male,Non-Hispanic White,Ages 15-39,Distant,-,-,-,-
Male,Non-Hispanic White,Ages 15-39,Unstaged,-,-,-,-
Male,Non-Hispanic White,Ages 40-64,All Stages,1.3523,0.0459,1.2639,1.4455
Male,Non-Hispanic White,Ages 40-64,Localized,0.5778,0.0304,0.5198,0.6407
Male,Non-Hispanic White,Ages 40-64,Regional,0.617,0.0306,0.5585,0.6803
Male,Non-Hispanic White,Ages 40-64,Distant,0.1289,0.0143,0.1024,0.1604
Male,Non-Hispanic White,Ages 40-64,Unstaged,0.0286,0.0063,0.0176,0.0446
